"TIME","GEO","NACE_R2","UNIT","WAT_PROC","Value","Flag and Footnotes"
"2013","Antalya, Isparta, Burdur","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Adana, Mersin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Hatay, Kahramanmaras, Osmaniye","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Kayseri, Sivas, Yozgat","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Zonguldak, Karabük, Bartin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Kastamonu, Çankiri, Sinop","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Samsun, Tokat, Çorum, Amasya","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Erzurum, Erzincan, Bayburt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Agri, Kars, Igdir, Ardahan","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Malatya, Elazig, Bingöl, Tunceli","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Van, Mus, Bitlis, Hakkari","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Gaziantep, Adiyaman, Kilis","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Sanliurfa, Diyarbakir","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Mardin, Batman, Sirnak, Siirt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
