"TIME","GEO","WAT_PROC","WAT_SRC","UNIT","Value","Flag and Footnotes"
"2011","Belgium","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Belgium","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Belgium","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Belgium","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","5,082.35","s"
"2011","Bulgaria","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","6,385.09","s"
"2011","Bulgaria","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","916.55","s"
"2011","Bulgaria","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","1,049.8","s"
"2011","Bulgaria","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","136.15","s"
"2011","Bulgaria","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","6,354.73","s"
"2011","Czech Republic","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","1,886.6","s"
"2011","Czech Republic","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","638","s"
"2011","Czech Republic","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","39","s"
"2011","Czech Republic","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","234","s"
"2011","Czech Republic","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","1,886.6","s"
"2011","Denmark","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","970.7","s"
"2011","Denmark","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","383.7","s"
"2011","Denmark","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","311.2","s"
"2011","Denmark","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","35.6","s"
"2011","Denmark","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Germany (until 1990 former territory of the FRG)","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Germany (until 1990 former territory of the FRG)","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Germany (until 1990 former territory of the FRG)","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Germany (until 1990 former territory of the FRG)","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0","s"
"2011","Estonia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","1,873.8","s"
"2011","Estonia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","102.9","s"
"2011","Estonia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","4.1","s"
"2011","Estonia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","19.1","s"
"2011","Estonia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","1,628.5","s"
"2011","Ireland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Ireland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","627","s"
"2011","Ireland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Ireland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Ireland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0","s"
"2011","Greece","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","9,934.61","s"
"2011","Greece","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","1,418.39","s"
"2011","Greece","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","8,282.54","s"
"2011","Greece","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","125.99","s"
"2011","Greece","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","9,916","s"
"2011","Spain","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","36,210","s"
"2011","Spain","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","4,991","s"
"2011","Spain","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","24,494","s"
"2011","Spain","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","498","s"
"2011","Spain","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","36,210","s"
"2011","France","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","28,316.02","s"
"2011","France","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","5,379.54","s"
"2011","France","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","3,035.74","s"
"2011","France","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","2,881","s"
"2011","France","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","28,316.02","s"
"2011","Croatia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","671.87","s"
"2011","Croatia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","522.33","s"
"2011","Croatia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","0","s"
"2011","Croatia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","31.8","s"
"2011","Croatia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Italy","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Italy","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Italy","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Italy","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Italy","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Cyprus","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","220.8","s"
"2011","Cyprus","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","52.9","s"
"2011","Cyprus","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","164.6","s"
"2011","Cyprus","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Cyprus","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","217.5","s"
"2011","Latvia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","369.1","s"
"2011","Latvia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","151.7","s"
"2011","Latvia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","22.5","s"
"2011","Latvia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","54.5","s"
"2011","Latvia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Lithuania","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","631.4","s"
"2011","Lithuania","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","124.3","s"
"2011","Lithuania","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","63.6","s"
"2011","Lithuania","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","28.5","s"
"2011","Lithuania","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","616.1","s"
"2011","Luxembourg","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","46.3","s"
"2011","Luxembourg","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","44.4","s"
"2011","Luxembourg","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","0.5","s"
"2011","Luxembourg","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","3.6","s"
"2011","Luxembourg","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","46.3","s"
"2011","Hungary","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","5,225","s"
"2011","Hungary","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","599.9388","s"
"2011","Hungary","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","329.7","s"
"2011","Hungary","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","74.9","s"
"2011","Hungary","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","5,225","s"
"2011","Malta","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","38.11","s"
"2011","Malta","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","13.06","s"
"2011","Malta","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","22.55","s"
"2011","Malta","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1","s"
"2011","Malta","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","38.11","s"
"2011","Netherlands","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","10,241.67","s"
"2011","Netherlands","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","1,229","s"
"2011","Netherlands","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","119.5","s"
"2011","Netherlands","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","2,916.03","s"
"2011","Netherlands","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","10,241.67","s"
"2011","Austria","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Austria","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Austria","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Austria","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Austria","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0","s"
"2011","Poland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","11,910.8","s"
"2011","Poland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","2,033","s"
"2011","Poland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","1,111.2","s"
"2011","Poland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","472.3","s"
"2011","Poland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","10,868.8","s"
"2011","Portugal","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Portugal","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","950.1","s"
"2011","Portugal","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Portugal","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Portugal","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Romania","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","6,592","s"
"2011","Romania","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","1,000","s"
"2011","Romania","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","964","s"
"2011","Romania","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","3,421","s"
"2011","Romania","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","6,592","s"
"2011","Slovenia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","850.3","s"
"2011","Slovenia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","169.1","s"
"2011","Slovenia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","3.2","s"
"2011","Slovenia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","45.1","s"
"2011","Slovenia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","846.1","s"
"2011","Slovakia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","593.1","s"
"2011","Slovakia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","302.4","s"
"2011","Slovakia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","23.6","s"
"2011","Slovakia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","247.8","s"
"2011","Slovakia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","-17","s"
"2011","Finland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Finland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","400","s"
"2011","Finland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Finland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Finland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Sweden","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Sweden","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Sweden","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Sweden","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Sweden","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0","s"
"2011","United Kingdom","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","7,684.7","s"
"2011","United Kingdom","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","5,817","s"
"2011","United Kingdom","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","990","s"
"2011","United Kingdom","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","672.2","s"
"2011","United Kingdom","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","7,684.7","s"
"2011","England and Wales","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","England and Wales","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2011","England and Wales","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","England and Wales","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","England and Wales","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Iceland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","3,515","s"
"2011","Iceland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","919.7","s"
"2011","Iceland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","1,174.9","s"
"2011","Iceland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","31.6","s"
"2011","Iceland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","3,515","s"
"2011","Norway","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Norway","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","819","s"
"2011","Norway","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Norway","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Norway","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0","s"
"2011","Switzerland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Switzerland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","954","s"
"2011","Switzerland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Switzerland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Switzerland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0","s"
"2011","Former Yugoslav Republic of Macedonia, the","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","204.6","s"
"2011","Former Yugoslav Republic of Macedonia, the","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","93.3","s"
"2011","Former Yugoslav Republic of Macedonia, the","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Albania","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Albania","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Albania","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Albania","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Albania","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0","s"
"2011","Serbia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","4,233.1","s"
"2011","Serbia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","672.9","s"
"2011","Serbia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","97.4","s"
"2011","Serbia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","75.3","s"
"2011","Serbia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","4,233.1","s"
"2011","Turkey","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Turkey","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","5,892.29","s"
"2011","Turkey","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","40,643","s"
"2011","Turkey","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Turkey","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","13,560","s"
"2011","Bosnia and Herzegovina","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","330","s"
"2011","Bosnia and Herzegovina","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","321.9","s"
"2011","Bosnia and Herzegovina","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Bosnia and Herzegovina","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Bosnia and Herzegovina","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","330","s"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Belgium","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Belgium","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Belgium","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Belgium","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Belgium","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Bulgaria","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","5,715.05","s"
"2012","Bulgaria","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","933.82","s"
"2012","Bulgaria","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","949.39","s"
"2012","Bulgaria","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","125.56","s"
"2012","Bulgaria","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","5,694.56","s"
"2012","Czech Republic","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","1,840.8","s"
"2012","Czech Republic","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","637.1","s"
"2012","Czech Republic","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","43.2","s"
"2012","Czech Republic","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","235.5","s"
"2012","Czech Republic","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","1,840.8","s"
"2012","Denmark","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","652.3","s"
"2012","Denmark","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","360.4","s"
"2012","Denmark","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","164.2","s"
"2012","Denmark","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","28.7","s"
"2012","Denmark","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Germany (until 1990 former territory of the FRG)","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Germany (until 1990 former territory of the FRG)","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Germany (until 1990 former territory of the FRG)","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Germany (until 1990 former territory of the FRG)","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0","s"
"2012","Estonia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","1,631","s"
"2012","Estonia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","60.3","s"
"2012","Estonia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","4.5","s"
"2012","Estonia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","23","s"
"2012","Estonia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","1,631","s"
"2012","Ireland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Ireland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","628","s"
"2012","Ireland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Ireland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Ireland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0","s"
"2012","Greece","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","9,934.91","s"
"2012","Greece","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","1,418.39","s"
"2012","Greece","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","8,282.54","s"
"2012","Greece","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","125.99","s"
"2012","Greece","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","9,912.71","s"
"2012","Spain","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","37,349","s"
"2012","Spain","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","5,240","s"
"2012","Spain","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","25,469","s"
"2012","Spain","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","472","s"
"2012","Spain","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","37,349","s"
"2012","France","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","30,008.43","s"
"2012","France","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","5,480.67","s"
"2012","France","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","2,913.22","s"
"2012","France","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","2,839.34","s"
"2012","France","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","30,008.43","s"
"2012","Croatia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","660.73","s"
"2012","Croatia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","512.954","s"
"2012","Croatia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Croatia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","28.133","s"
"2012","Croatia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Italy","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","9,450.7","s"
"2012","Italy","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Cyprus","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","255.3","s"
"2012","Cyprus","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","78.5","s"
"2012","Cyprus","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","171","s"
"2012","Cyprus","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Cyprus","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","249.7","s"
"2012","Latvia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","260.2","s"
"2012","Latvia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","94.5","s"
"2012","Latvia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","40.8","s"
"2012","Latvia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","34.6","s"
"2012","Latvia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Lithuania","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Lithuania","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","120.566","s"
"2012","Lithuania","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","60.652","s"
"2012","Lithuania","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","32.417","s"
"2012","Lithuania","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","132.258","s"
"2012","Luxembourg","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","44.6","s"
"2012","Luxembourg","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","40.6","s"
"2012","Luxembourg","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","0.2","s"
"2012","Luxembourg","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","3.7","s"
"2012","Luxembourg","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","44.6","s"
"2012","Hungary","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","5,051","s"
"2012","Hungary","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","598.4517","s"
"2012","Hungary","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","321.7","s"
"2012","Hungary","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","93.9","s"
"2012","Hungary","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","5,051","s"
"2012","Malta","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","39.85","s"
"2012","Malta","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","13.3","s"
"2012","Malta","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","24.05","s"
"2012","Malta","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1","s"
"2012","Malta","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","39.85","s"
"2012","Netherlands","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","10,782.46","s"
"2012","Netherlands","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","1,217.3","s"
"2012","Netherlands","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","60.2","s"
"2012","Netherlands","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","2,957.69","s"
"2012","Netherlands","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","10,782.46","s"
"2012","Austria","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Austria","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Austria","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Austria","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2012","Austria","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0","s"
"2012","Poland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","11,478.5","s"
"2012","Poland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","2,030.8","s"
