"TIME","RBD","NACE_R2","UNIT","WAT_PROC","Value","Flag and Footnotes"
"2007","Black Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96.78",""
"2007","East Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.55",""
"2007","West Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.78",""
"2007","Danube - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92",""
"2007","Dyje / Thaya","Total - all NACE activities","Percentage","Population connected to public water supply (%)","90",""
"2007","Morava / March (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2007","Labe / Elbe - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","91",""
"2007","Upper and middle Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","87",""
"2007","Upper Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)","89",""
"2007","Berounka","Total - all NACE activities","Percentage","Population connected to public water supply (%)","81",""
"2007","Lower Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2007","Ohre and lower Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2007","Odra / Oder - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2007","Danube - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Rhine - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Lake Constance/Alpine Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Hochrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Oberrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Neckar","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Main","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Moselle-Saar (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Middle Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Lower Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Rhine delta","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2007","Ems - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96",""
"2007","Upper Ems, Ems-Nordradde, Hase","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2007","Leda-Jümme, lower Ems, Ems-estuary","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Weser - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Werra","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Fulda-Diemel","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Aller","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Leine","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Tide-Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Elbe / Labe - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Mulde-Elbe-Schwarze Elster","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.86",""
"2007","Mittelelbe-Elde","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Havel","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Tide-Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Oder / Odra - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Maas / Meuse - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Eider - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Schlei-Trave - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Warnow-Peene - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Croatia","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Danube - RBD (HR)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Drava and Danube sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Sava sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Adriatic - RBD (HR)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Cyprus","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Cyprus - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Moselle - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Meuse / Maas - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Hungary","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2007","Danube - RBD (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2007","Balaton","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96",""
"2007","Dráva / Drau (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2007","Danube (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2007","Tisza / Tysa (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92",""
"2007","Malta","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Malta - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2007","Maas / Meuse - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Rhine - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Schelde / Escaut - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Minho and Lima - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","86",""
"2007","Cavado, Ave and Leca - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","86",""
"2007","Douro - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","88",""
"2007","Vouga, Mondego and Lis - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2007","Tagus and Western Basins - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96",""
"2007","Sado and Mira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2007","Guadiana - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Algarve Basins - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2007","Azores - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2007","Madeira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2007","Romania","Total - all NACE activities","Percentage","Population connected to public water supply (%)","49",""
"2007","Danube - RBD (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","49",""
"2007","Banat","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Siret","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Prut-Barlad","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Jiu","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Olt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Arges-Vedea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Ialomita-Buzau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Dobrogea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Mures","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Crisuri","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Somes-Tisa (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Bothnian Bay - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Bothnian Sea - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","North Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","South Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Skagerrak and Kattegat - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Rhine - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Rhône - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Po - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Danube - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2007","Former Yugoslav Republic of Macedonia, the","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2008","Scheldt/Escaut - RBD (BE-Brussels)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2008","Schelde/Escaut - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.22",""
"2008","Maas/Meuse - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.74",""
"2008","Danube - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.48",""
"2008","Black Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.78",""
"2008","East Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.33",""
"2008","West Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96.86",""
"2008","Danube - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92",""
"2008","Dyje / Thaya","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92",""
"2008","Morava / March (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92",""
"2008","Labe / Elbe - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","91",""
"2008","Upper and middle Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","85",""
"2008","Upper Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)","89",""
"2008","Berounka","Total - all NACE activities","Percentage","Population connected to public water supply (%)","86",""
"2008","Lower Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2008","Ohre and lower Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2008","Odra / Oder - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2008","Danube - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Rhine - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Lake Constance/Alpine Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Hochrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Oberrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Neckar","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Main","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Moselle-Saar (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Middle Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Lower Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Rhine delta","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Ems - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Upper Ems, Ems-Nordradde, Hase","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Leda-Jümme, lower Ems, Ems-estuary","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Weser - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Werra","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Fulda-Diemel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Aller","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Leine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Tide-Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Elbe / Labe - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Mulde-Elbe-Schwarze Elster","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Mittelelbe-Elde","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Havel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Tide-Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Oder / Odra - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Maas / Meuse - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Eider - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Schlei-Trave - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Warnow-Peene - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Croatia","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Danube - RBD (HR)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Drava and Danube sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Sava sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Adriatic - RBD (HR)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Cyprus","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2008","Cyprus - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2008","Moselle - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2008","Meuse / Maas - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2008","Hungary","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2008","Danube - RBD (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2008","Balaton","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96",""
"2008","Dráva / Drau (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2008","Danube (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2008","Tisza / Tysa (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92",""
"2008","Malta","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2008","Malta - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2008","Maas / Meuse - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Rhine - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Schelde / Escaut - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Minho and Lima - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","88",""
"2008","Cavado, Ave and Leca - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","89",""
"2008","Douro - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","91",""
"2008","Vouga, Mondego and Lis - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96",""
"2008","Tagus and Western Basins - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2008","Sado and Mira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96",""
"2008","Guadiana - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2008","Algarve Basins - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2008","Azores - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2008","Madeira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2008","Romania","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Danube - RBD (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Banat","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Siret","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Prut-Barlad","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Jiu","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Olt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Arges-Vedea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Ialomita-Buzau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Dobrogea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Mures","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Crisuri","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Somes-Tisa (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Bothnian Bay - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Bothnian Sea - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","North Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","South Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Skagerrak and Kattegat - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Rhine - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Rhône - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Po - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Danube - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2009","Scheldt/Escaut - RBD (BE-Brussels)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2009","Schelde/Escaut - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.32",""
"2009","Maas/Meuse - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.81",""
"2009","Danube - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.49",""
"2009","Black Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.79",""
"2009","East Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.35",""
"2009","West Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96.89",""
"2009","Danube - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2009","Dyje / Thaya","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2009","Morava / March (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","88",""
"2009","Labe / Elbe - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","91",""
"2009","Upper and middle Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","89",""
"2009","Upper Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)","89",""
"2009","Berounka","Total - all NACE activities","Percentage","Population connected to public water supply (%)","83",""
"2009","Lower Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2009","Ohre and lower Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2009","Odra / Oder - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2009","Danube - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Rhine - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Lake Constance/Alpine Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Hochrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Oberrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Neckar","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Main","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Moselle-Saar (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Middle Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Lower Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Rhine delta","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Ems - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Upper Ems, Ems-Nordradde, Hase","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Leda-Jümme, lower Ems, Ems-estuary","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Weser - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Werra","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Fulda-Diemel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Aller","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Leine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Tide-Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Elbe / Labe - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Mulde-Elbe-Schwarze Elster","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Mittelelbe-Elde","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Havel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Tide-Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Oder / Odra - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Maas / Meuse - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Eider - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Schlei-Trave - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Warnow-Peene - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Croatia","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Danube - RBD (HR)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Drava and Danube sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Sava sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Adriatic - RBD (HR)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Cyprus","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2009","Cyprus - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2009","Moselle - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2009","Meuse / Maas - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2009","Hungary","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2009","Danube - RBD (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2009","Balaton","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96",""
"2009","Dráva / Drau (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2009","Danube (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2009","Tisza / Tysa (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92",""
"2009","Malta","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2009","Malta - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2009","Maas / Meuse - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Rhine - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Schelde / Escaut - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Minho and Lima - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Cavado, Ave and Leca - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Douro - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Vouga, Mondego and Lis - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Tagus and Western Basins - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Sado and Mira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Guadiana - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Algarve Basins - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Azores - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Madeira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Romania","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Danube - RBD (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Banat","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Siret","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Prut-Barlad","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Jiu","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Olt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Arges-Vedea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Ialomita-Buzau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Dobrogea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Mures","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Crisuri","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2009","Somes-Tisa (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
