TIME,RBD,UNIT,WW_TP,Value,Flag and Footnotes
2008,"Glomma, M�re and Romsdal - RBD",Percentage,Urban and other wastewater treatment plants - tertiary treatment,8.02,d
2008,"Glomma, M�re and Romsdal - RBD",Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,16.09,
2008,"Glomma, M�re and Romsdal - RBD",Percentage,Independent wastewater treatment - total,:,
2008,"Glomma, M�re and Romsdal - RBD",Percentage,Resident population,:,
2008,Troendelag - RBD (NO),Thousand,Urban wastewater collecting system,:,
2008,Troendelag - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Troendelag - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Troendelag - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Troendelag - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Troendelag - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2008,Troendelag - RBD (NO),Thousand,Resident population,398.65,
2008,Troendelag - RBD (NO),Percentage,Urban wastewater collecting system,75.92,
2008,Troendelag - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,40.86,d
2008,Troendelag - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,2.34,d
2008,Troendelag - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,32.3,d
2008,Troendelag - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,0.41,
2008,Troendelag - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2008,Troendelag - RBD (NO),Percentage,Resident population,:,
2008,Nordland - RBD (NO),Thousand,Urban wastewater collecting system,:,
2008,Nordland - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Nordland - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Nordland - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Nordland - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Nordland - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2008,Nordland - RBD (NO),Thousand,Resident population,232.68,
2008,Nordland - RBD (NO),Percentage,Urban wastewater collecting system,76.81,
2008,Nordland - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,54.56,d
2008,Nordland - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,1.81,d
2008,Nordland - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,0.59,d
2008,Nordland - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,19.84,
2008,Nordland - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2008,Nordland - RBD (NO),Percentage,Resident population,:,
2008,Troms - RBD (NO),Thousand,Urban wastewater collecting system,:,
2008,Troms - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Troms - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Troms - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Troms - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Troms - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2008,Troms - RBD (NO),Thousand,Resident population,153.65,
2008,Troms - RBD (NO),Percentage,Urban wastewater collecting system,74.75,
2008,Troms - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,56.57,d
2008,Troms - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,0.21,d
2008,Troms - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,2.62,d
2008,Troms - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,15.36,
2008,Troms - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2008,Troms - RBD (NO),Percentage,Resident population,:,
2008,Finnmark - RBD,Thousand,Urban wastewater collecting system,:,
2008,Finnmark - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Finnmark - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Finnmark - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Finnmark - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Finnmark - RBD,Thousand,Independent wastewater treatment - total,:,
2008,Finnmark - RBD,Thousand,Resident population,72.31,
2008,Finnmark - RBD,Percentage,Urban wastewater collecting system,80.21,
2008,Finnmark - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,21.65,d
2008,Finnmark - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,0.3,d
2008,Finnmark - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,7.31,d
2008,Finnmark - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,50.95,
2008,Finnmark - RBD,Percentage,Independent wastewater treatment - total,:,
2008,Finnmark - RBD,Percentage,Resident population,:,
2008,Glomma - RBD (NO),Thousand,Urban wastewater collecting system,:,
2008,Glomma - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Glomma - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Glomma - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Glomma - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Glomma - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2008,Glomma - RBD (NO),Thousand,Resident population,1672.16,
2008,Glomma - RBD (NO),Percentage,Urban wastewater collecting system,91.02,
2008,Glomma - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,0.64,d
2008,Glomma - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,0.05,d
2008,Glomma - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,90.32,d
2008,Glomma - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,0.01,
2008,Glomma - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2008,Glomma - RBD (NO),Percentage,Resident population,:,
2008,West Bay - RBD,Thousand,Urban wastewater collecting system,:,
2008,West Bay - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,West Bay - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,West Bay - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,West Bay - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,West Bay - RBD,Thousand,Independent wastewater treatment - total,:,
2008,West Bay - RBD,Thousand,Resident population,668.95,
2008,West Bay - RBD,Percentage,Urban wastewater collecting system,83.86,
2008,West Bay - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,0.33,d
2008,West Bay - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,0.57,d
2008,West Bay - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,82.92,d
2008,West Bay - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,0.03,
2008,West Bay - RBD,Percentage,Independent wastewater treatment - total,:,
2008,West Bay - RBD,Percentage,Resident population,:,
2008,Agder - RBD,Thousand,Urban wastewater collecting system,:,
2008,Agder - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Agder - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Agder - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Agder - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Agder - RBD,Thousand,Independent wastewater treatment - total,:,
2008,Agder - RBD,Thousand,Resident population,278.02,
2008,Agder - RBD,Percentage,Urban wastewater collecting system,87.28,
2008,Agder - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,7.17,d
2008,Agder - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,11.41,d
2008,Agder - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,68.69,d
2008,Agder - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,0.01,
2008,Agder - RBD,Percentage,Independent wastewater treatment - total,:,
2008,Agder - RBD,Percentage,Resident population,:,
2008,Rogaland - RBD,Thousand,Urban wastewater collecting system,:,
2008,Rogaland - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Rogaland - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Rogaland - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Rogaland - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Rogaland - RBD,Thousand,Independent wastewater treatment - total,:,
2008,Rogaland - RBD,Thousand,Resident population,406.27,
2008,Rogaland - RBD,Percentage,Urban wastewater collecting system,81.82,
2008,Rogaland - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,15.75,d
2008,Rogaland - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,5.05,d
2008,Rogaland - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,49.3,d
2008,Rogaland - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,11.73,
2008,Rogaland - RBD,Percentage,Independent wastewater treatment - total,:,
2008,Rogaland - RBD,Percentage,Resident population,:,
2008,Hordaland - RBD,Thousand,Urban wastewater collecting system,:,
2008,Hordaland - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Hordaland - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Hordaland - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Hordaland - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Hordaland - RBD,Thousand,Independent wastewater treatment - total,:,
2008,Hordaland - RBD,Thousand,Resident population,463.86,
2008,Hordaland - RBD,Percentage,Urban wastewater collecting system,78.47,
2008,Hordaland - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,57.4,d
2008,Hordaland - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,1.56,d
2008,Hordaland - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,15.14,d
2008,Hordaland - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,4.38,
2008,Hordaland - RBD,Percentage,Independent wastewater treatment - total,:,
2008,Hordaland - RBD,Percentage,Resident population,:,
2008,Sogn and Fjordane - RBD,Thousand,Urban wastewater collecting system,:,
2008,Sogn and Fjordane - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Sogn and Fjordane - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Sogn and Fjordane - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Sogn and Fjordane - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Sogn and Fjordane - RBD,Thousand,Independent wastewater treatment - total,:,
2008,Sogn and Fjordane - RBD,Thousand,Resident population,104.56,
2008,Sogn and Fjordane - RBD,Percentage,Urban wastewater collecting system,59.66,
2008,Sogn and Fjordane - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,49.54,d
2008,Sogn and Fjordane - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,1.44,d
2008,Sogn and Fjordane - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,3.26,d
2008,Sogn and Fjordane - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,5.43,
2008,Sogn and Fjordane - RBD,Percentage,Independent wastewater treatment - total,:,
2008,Sogn and Fjordane - RBD,Percentage,Resident population,:,
2008,Bothnian Sea - RBD (NO),Thousand,Urban wastewater collecting system,:,
2008,Bothnian Sea - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Bothnian Sea - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Bothnian Sea - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Bothnian Sea - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Bothnian Sea - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2008,Bothnian Sea - RBD (NO),Thousand,Resident population,2.27,
2008,Bothnian Sea - RBD (NO),Percentage,Urban wastewater collecting system,39.14,
2008,Bothnian Sea - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2008,Bothnian Sea - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,3.31,d
2008,Bothnian Sea - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,25.15,d
2008,Bothnian Sea - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,10.68,
2008,Bothnian Sea - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2008,Bothnian Sea - RBD (NO),Percentage,Resident population,:,
2008,Skagerrak and Kattegat - RBD (NO),Thousand,Urban wastewater collecting system,:,
2008,Skagerrak and Kattegat - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Skagerrak and Kattegat - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Skagerrak and Kattegat - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Skagerrak and Kattegat - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Skagerrak and Kattegat - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2008,Skagerrak and Kattegat - RBD (NO),Thousand,Resident population,16.36,
2008,Skagerrak and Kattegat - RBD (NO),Percentage,Urban wastewater collecting system,64.81,
2008,Skagerrak and Kattegat - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,2.14,d
2008,Skagerrak and Kattegat - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,1.77,d
2008,Skagerrak and Kattegat - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,60.9,d
2008,Skagerrak and Kattegat - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Skagerrak and Kattegat - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2008,Skagerrak and Kattegat - RBD (NO),Percentage,Resident population,:,
2008,Switzerland,Thousand,Urban wastewater collecting system,:,
2008,Switzerland,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Switzerland,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Switzerland,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Switzerland,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Switzerland,Thousand,Independent wastewater treatment - total,:,
2008,Switzerland,Thousand,Resident population,:,
2008,Switzerland,Percentage,Urban wastewater collecting system,:,
2008,Switzerland,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2008,Switzerland,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Switzerland,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Switzerland,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Switzerland,Percentage,Independent wastewater treatment - total,:,
2008,Switzerland,Percentage,Resident population,:,
2008,Rhine - RBD (CH),Thousand,Urban wastewater collecting system,:,
2008,Rhine - RBD (CH),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Rhine - RBD (CH),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Rhine - RBD (CH),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Rhine - RBD (CH),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Rhine - RBD (CH),Thousand,Independent wastewater treatment - total,:,
2008,Rhine - RBD (CH),Thousand,Resident population,:,
2008,Rhine - RBD (CH),Percentage,Urban wastewater collecting system,:,
2008,Rhine - RBD (CH),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2008,Rhine - RBD (CH),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Rhine - RBD (CH),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Rhine - RBD (CH),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Rhine - RBD (CH),Percentage,Independent wastewater treatment - total,:,
2008,Rhine - RBD (CH),Percentage,Resident population,:,
2008,Rh�ne - RBD (CH),Thousand,Urban wastewater collecting system,:,
2008,Rh�ne - RBD (CH),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Rh�ne - RBD (CH),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Rh�ne - RBD (CH),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Rh�ne - RBD (CH),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Rh�ne - RBD (CH),Thousand,Independent wastewater treatment - total,:,
2008,Rh�ne - RBD (CH),Thousand,Resident population,:,
2008,Rh�ne - RBD (CH),Percentage,Urban wastewater collecting system,:,
2008,Rh�ne - RBD (CH),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2008,Rh�ne - RBD (CH),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Rh�ne - RBD (CH),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Rh�ne - RBD (CH),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Rh�ne - RBD (CH),Percentage,Independent wastewater treatment - total,:,
2008,Rh�ne - RBD (CH),Percentage,Resident population,:,
2008,Po - RBD (CH),Thousand,Urban wastewater collecting system,:,
2008,Po - RBD (CH),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Po - RBD (CH),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Po - RBD (CH),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Po - RBD (CH),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Po - RBD (CH),Thousand,Independent wastewater treatment - total,:,
2008,Po - RBD (CH),Thousand,Resident population,:,
2008,Po - RBD (CH),Percentage,Urban wastewater collecting system,:,
2008,Po - RBD (CH),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2008,Po - RBD (CH),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Po - RBD (CH),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Po - RBD (CH),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Po - RBD (CH),Percentage,Independent wastewater treatment - total,:,
2008,Po - RBD (CH),Percentage,Resident population,:,
2008,Danube - RBD (CH),Thousand,Urban wastewater collecting system,:,
2008,Danube - RBD (CH),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Danube - RBD (CH),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Danube - RBD (CH),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Danube - RBD (CH),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Danube - RBD (CH),Thousand,Independent wastewater treatment - total,:,
2008,Danube - RBD (CH),Thousand,Resident population,:,
2008,Danube - RBD (CH),Percentage,Urban wastewater collecting system,:,
2008,Danube - RBD (CH),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2008,Danube - RBD (CH),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Danube - RBD (CH),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Danube - RBD (CH),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Danube - RBD (CH),Percentage,Independent wastewater treatment - total,:,
2008,Danube - RBD (CH),Percentage,Resident population,:,
2008,Adige - RBD,Thousand,Urban wastewater collecting system,:,
2008,Adige - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Adige - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Adige - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Adige - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Adige - RBD,Thousand,Independent wastewater treatment - total,:,
2008,Adige - RBD,Thousand,Resident population,:,
2008,Adige - RBD,Percentage,Urban wastewater collecting system,:,
2008,Adige - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2008,Adige - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Adige - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Adige - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Adige - RBD,Percentage,Independent wastewater treatment - total,:,
2008,Adige - RBD,Percentage,Resident population,:,
2008,"Former Yugoslav Republic of Macedonia, the",Thousand,Urban wastewater collecting system,:,
2008,"Former Yugoslav Republic of Macedonia, the",Thousand,Urban and other wastewater treatment plants - primary treatment,143.16,
2008,"Former Yugoslav Republic of Macedonia, the",Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,"Former Yugoslav Republic of Macedonia, the",Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,"Former Yugoslav Republic of Macedonia, the",Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,981.68,
2008,"Former Yugoslav Republic of Macedonia, the",Thousand,Independent wastewater treatment - total,:,
2008,"Former Yugoslav Republic of Macedonia, the",Thousand,Resident population,:,
2008,"Former Yugoslav Republic of Macedonia, the",Percentage,Urban wastewater collecting system,:,
2008,"Former Yugoslav Republic of Macedonia, the",Percentage,Urban and other wastewater treatment plants - primary treatment,7,
2008,"Former Yugoslav Republic of Macedonia, the",Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2008,"Former Yugoslav Republic of Macedonia, the",Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,"Former Yugoslav Republic of Macedonia, the",Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,48,
2008,"Former Yugoslav Republic of Macedonia, the",Percentage,Independent wastewater treatment - total,:,
2008,"Former Yugoslav Republic of Macedonia, the",Percentage,Resident population,:,
2008,Albania,Thousand,Urban wastewater collecting system,:,
2008,Albania,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Albania,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Albania,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Albania,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Albania,Thousand,Independent wastewater treatment - total,:,
2008,Albania,Thousand,Resident population,:,
2008,Albania,Percentage,Urban wastewater collecting system,:,
2008,Albania,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2008,Albania,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Albania,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Albania,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Albania,Percentage,Independent wastewater treatment - total,:,
2008,Albania,Percentage,Resident population,:,
2008,Turkey,Thousand,Urban wastewater collecting system,:,
2008,Turkey,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Turkey,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Turkey,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Turkey,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Turkey,Thousand,Independent wastewater treatment - total,:,
2008,Turkey,Thousand,Resident population,:,
2008,Turkey,Percentage,Urban wastewater collecting system,:,
2008,Turkey,Percentage,Urban and other wastewater treatment plants - primary treatment,14.8,
2008,Turkey,Percentage,Urban and other wastewater treatment plants - secondary treatment,19,
2008,Turkey,Percentage,Urban and other wastewater treatment plants - tertiary treatment,12.4,
2008,Turkey,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,27,
2008,Turkey,Percentage,Independent wastewater treatment - total,:,
2008,Turkey,Percentage,Resident population,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Thousand,Urban wastewater collecting system,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Thousand,Independent wastewater treatment - total,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Thousand,Resident population,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage,Urban wastewater collecting system,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage,Independent wastewater treatment - total,:,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage,Resident population,:,
2009,Scheldt/Escaut - RBD (BE-Brussels),Thousand,Urban wastewater collecting system,:,
2009,Scheldt/Escaut - RBD (BE-Brussels),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2009,Scheldt/Escaut - RBD (BE-Brussels),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2009,Scheldt/Escaut - RBD (BE-Brussels),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2009,Scheldt/Escaut - RBD (BE-Brussels),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2009,Scheldt/Escaut - RBD (BE-Brussels),Thousand,Independent wastewater treatment - total,:,
2009,Scheldt/Escaut - RBD (BE-Brussels),Thousand,Resident population,1089.54,
2009,Scheldt/Escaut - RBD (BE-Brussels),Percentage,Urban wastewater collecting system,:,
2009,Scheldt/Escaut - RBD (BE-Brussels),Percentage,Urban and other wastewater treatment plants - primary treatment,0,
2009,Scheldt/Escaut - RBD (BE-Brussels),Percentage,Urban and other wastewater treatment plants - secondary treatment,24,
2009,Scheldt/Escaut - RBD (BE-Brussels),Percentage,Urban and other wastewater treatment plants - tertiary treatment,74,
2009,Scheldt/Escaut - RBD (BE-Brussels),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2009,Scheldt/Escaut - RBD (BE-Brussels),Percentage,Independent wastewater treatment - total,0,
2009,Scheldt/Escaut - RBD (BE-Brussels),Percentage,Resident population,:,
2009,Schelde/Escaut - RBD (BE-Flemish region),Thousand,Urban wastewater collecting system,:,
2009,Schelde/Escaut - RBD (BE-Flemish region),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2009,Schelde/Escaut - RBD (BE-Flemish region),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2009,Schelde/Escaut - RBD (BE-Flemish region),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2009,Schelde/Escaut - RBD (BE-Flemish region),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2009,Schelde/Escaut - RBD (BE-Flemish region),Thousand,Independent wastewater treatment - total,:,
2009,Schelde/Escaut - RBD (BE-Flemish region),Thousand,Resident population,5800.66,
2009,Schelde/Escaut - RBD (BE-Flemish region),Percentage,Urban wastewater collecting system,:,
